quarter cycle,t,V_drive,i,i_m,v_C
1,2.9199999999999917E-05,0,30.07490020603791,5.838261317887649,119.59769417169106
1,2.9299999999999916E-05,0,29.78518750420751,5.874644158447819,119.83530827843764
1,2.9399999999999915E-05,0,29.495741686270502,5.91105601472374,120.06972537006273
1,2.9499999999999914E-05,0,29.206568115846103,5.947496016556938,120.30094777860731
1,2.9599999999999913E-05,0,28.9176721388916,5.983963295164454,120.52897789722779
1,2.9699999999999912E-05,0,28.62905908363088,6.0204569831538,120.75381818000943
1,2.979999999999991E-05,0,28.340734260483526,6.056976214537858,120.97547114177881
1,2.989999999999991E-05,0,28.05270296199439,6.0935201247497135,121.19393935791554
1,2.999999999999991E-05,0,27.764970462763756,6.130087850657424,121.40922546416303
1,3.009999999999991E-05,0,27.477542019377974,6.166678530578731,121.62133215643858
1,3.0199999999999907E-05,0,27.190422870340676,6.203291304295705,121.8302621906425
1,3.0299999999999906E-05,0,26.90361823600447,6.2399253130693255,122.03601838246647
1,3.0399999999999905E-05,0,26.617133318503207,6.276579699654001,122.23860360720113
1,3.0499999999999904E-05,0,26.33097330168476,6.313253608312025,122.43802079954278
1,3.0599999999999904E-05,0,26.045143351044327,6.3499461848279655,122.63427295339937
1,3.0699999999999906E-05,0,25.75964861365828,6.386656576522993,122.82736312169561
1,3.079999999999991E-05,0,25.474494218118526,6.4233839322691475,123.01729441617734
1,3.089999999999991E-05,0,25.18968527446743,6.460127402503533,123.20407000721508
1,3.099999999999991E-05,0,24.90522687413322,6.496886139242455,123.38769312360688
1,3.1099999999999916E-05,0,24.621124089865983,6.533659296095492,123.56816705238032
1,3.119999999999992E-05,0,24.33738197567414,6.5704460282795,123.74549513859375
