cycle,t,V_drive,i,i_m,v_C
65,0.001029299999999788,0,42.21684794448134,0.24749762963121466,44.07991829496476
65,0.0010293999999997881,0,42.035249930968284,0.2647267228457121,44.491382513737804
65,0.0010294999999997882,0,41.85332467950534,0.2820483597169973,44.90089744715077
65,0.0010295999999997882,0,41.67107667242467,0.2994619443903435,45.30845897969771
65,0.0010296999999997883,0,41.48851038872415,0.3169668804425869,45.71406304565883
65,0.0010297999999997883,0,41.305630303981886,0.3345625708957861,46.117705629073356
65,0.0010298999999997884,0,41.12244089027085,0.3522484182308622,46.519382763711455
65,0.0010299999999997885,0,40.93894661607392,0.3700238244012196,46.91909053304518
65,0.0010300999999997885,0,40.755151946199064,0.3878881908463473,47.31682507021844
65,0.0010301999999997886,0,40.571061341694886,0.4058409185054001,47.71258255801602
65,0.0010302999999997886,0,40.38667925976639,0.42388140783076034,48.1063592288316
65,0.0010303999999997887,0,40.202010153691,0.44200905880157876,48.49815136463489
65,0.0010304999999997887,0,40.0170584727349,0.4602232709372952,48.88795529693773
65,0.0010305999999997888,0,39.831828662069604,0.47852344331113844,49.27576740675928
65,0.0010306999999997889,0,39.646325162688804,0.49690897456360505,49.66158412459024
65,0.001030799999999789,0,39.46055241132551,0.5153792629159171,50.04540193035618
65,0.001030899999999789,0,39.27451484036944,0.5339337061834584,50.4272173533798
65,0.001030999999999789,0,39.08821687778471,0.5525717017891889,50.80702697234241
65,0.001031099999999789,0,38.90166294702777,0.5712926467770375,51.18482741524433
65,0.0010311999999997891,0,38.71485746696566,0.5900959378252725,51.560615359364434
66,0.0010312999999997892,-36,37.95637628036591,0.6089809712598494,51.93438753121875
66,0.0010313999999997893,-36,37.19899878902239,0.62788107705127,52.300538465621756
66,0.0010314999999997893,-36,36.4427366359603,0.6467942411658512,52.65907883534696
66,0.0010315999999997894,-36,35.68760141529198,0.6657184541455847,53.01001944706063
66,0.0010316999999997894,-36,34.93360467208563,0.6846517111395488,53.35337124079736
66,0.0010317999999997895,-36,34.18075790223537,0.7035920119351518,53.68914528943409
66,0.0010318999999997895,-36,33.42907255233261,0.72253736098921,54.01735279816252
66,0.0010319999999997896,-36,32.6785600195387,0.7414857674588595,54.33800510396001
66,0.0010320999999997897,-36,31.929231651458927,0.7604352452323007,54.65111367505883
66,0.0010321999999997897,-36,31.181098746017813,0.7793838129593751,54.956690110413994
66,0.0010322999999997898,-36,30.434172551335724,0.7983294940819762,55.25474613916947
66,0.0010323999999997898,-36,29.68846426560678,0.8172703168642912,55.54529362012294
66,0.0010324999999997899,-36,28.943985036978084,0.8362043144228758,55.82834454118905
66,0.00103259999999979,-36,28.20074596343028,0.8551295247565603,56.103911018861155
66,0.00103269999999979,-36,27.458758092659377,0.8740439907761878,56.372005297671684
66,0.00103279999999979,-36,26.71803242195992,0.892945760334183,56.632639749650934
66,0.00103289999999979,-36,25.978579898109448,0.9118328862539532,56.885826873784524
66,0.0010329999999997902,-36,25.240411417254283,0.9307034263591192,57.13157929546938
66,0.0010330999999997902,-36,24.503537824796595,0.9495554435025774,57.36990976596835
66,0.0010331999999997903,-36,23.7679699152828,0.9683870055953921,57.60083116186339
66,0.0010332999999997903,-36,23.033718432293256,0.9871961856355188,57.82435648450738
66,0.0010333999999997904,-36,22.300794068333254,1.0059810617363558,58.04049885947462
